	node_0	node_1	node_2	node_3	node_4	node_5	node_6	node_7	node_8	node_9
ICMT	0.007290944783933141	0.008515478760862881	0.00503710680814219	0.009718491044963154	0.006446037298054163	0.004180991974787535	0.005347053376838349	0.01029822068824727	0.007395164894447571	0.004178744218068082
RUVBL1	0.020983794536813826	0.01981709816377039	0.008698786784271594	0.029333465703215933	0.013171397275034663	0.01206498168334053	0.010639867433040077	0.020990509332869986	0.013699447975238614	0.008482820128336788
MBTPS1	0.023433046036754918	0.014546309808967806	0.00646856668209983	0.013940778870053704	0.016976267036260168	0.007028318767636261	0.008297136101155556	0.010444606938867285	0.0073600656060769055	0.007929011512611626
INSIG1	0.01969151502404586	0.025896091636546045	0.011339961216640092	0.03660543269656418	0.02293562640588294	0.014282445005987441	0.011939823367545722	0.026717454511154447	0.016119012098189174	0.011272803818610217
RRAGA	0.007653351477416469	0.008703357235755856	0.005314467980992631	0.01181334357067983	0.007334296930636552	0.004248711982773944	0.00776202648828288	0.012281343344499747	0.009515388301053555	0.0052392748674551575
IER3	0.008376000548178737	0.008070984605832957	0.005071465117335566	0.010241585197536335	0.007439243508663843	0.004372909629652835	0.006002594571854844	0.011171903613983314	0.008166249952191632	0.00451133276558288
UBE2L6	0.021758175815903762	0.009914429160449972	0.004798995267658567	0.009961733253799494	0.015336574992966453	0.005034993657712453	0.005083126531102039	0.007708445731692008	0.005861985541503466	0.006750319670438151
SMC4	0.010156549895713093	0.009153343909503618	0.003985319426697618	0.009452190040392118	0.008548473132255149	0.005425787009109006	0.008008543314780686	0.008385977903841055	0.006010596097573551	0.004071729862808345
USP14	0.02790538111487475	0.010740840934504817	0.005939716652520108	0.012880820897222929	0.018970421348538706	0.006101816323559301	0.006361865677914806	0.00990043084207795	0.007897156773489702	0.008742571032165823
EGR1	0.023342411247610915	0.012986342815647305	0.006418969370911344	0.016456975617700036	0.018244426863624586	0.014188131803075972	0.0070975036311453745	0.013317746104102616	0.009883860874250347	0.010966229479472352
PNP	0.006429110916715343	0.005920083486152882	0.0037246560556688847	0.010641505388555737	0.0058687327509872956	0.0037891443125366658	0.003741977246702019	0.009435071002654036	0.006235876740302442	0.004959935213937113
DNMT1	0.0262596835070716	0.009047941799812283	0.004896907559999928	0.010295074789095056	0.017384874792425814	0.005881139864304255	0.010489053812351086	0.008356263692592566	0.007403148240037449	0.008643686200640741
CCND3	0.020640696243246985	0.009650660732569802	0.006104225022630433	0.011465886484365546	0.015674816694822864	0.009205740573028635	0.012921075953954964	0.010693993106630327	0.010001757724621326	0.010238547599396295
NIPSNAP1	0.006544427719505076	0.010964776175935987	0.004657929586633991	0.011414533082959522	0.0065061065935235725	0.005640891992716462	0.00442270652966021	0.008675535749868794	0.005682053318241547	0.0032619208770298305
MYBL2	0.026722616455842396	0.010555215446046469	0.00630525178252086	0.013448575642377033	0.018609882355945302	0.0063005360890860795	0.006925302098046753	0.010999867411842874	0.008613288089886345	0.009031336040104046
EPB41L2	0.02791974089784679	0.015759216226190306	0.00766654517905907	0.017530004156818567	0.02495174858825905	0.009835932132344636	0.009357771389208187	0.013444441895304245	0.012735653174518927	0.011624782940926991
ELAVL1	0.0138125858212218	0.014529756302233937	0.0066433793795392495	0.015534916252899676	0.01295413018227011	0.009376412264312153	0.00934912048567446	0.01419305913046834	0.009558914896135733	0.008572716298912236
KIAA0100	0.02009547309000055	0.013960403188274531	0.007307645246888145	0.016238664631336025	0.017561645315576444	0.00801909564925453	0.018780579327237094	0.0163765727636684	0.012460776856854507	0.01097737238905487
TP53	0.006317176719771779	0.00812362306301937	0.005195964202860539	0.012203558809234932	0.007320172758068677	0.004197290047640519	0.006584530115489652	0.01184670992961586	0.007547782581138066	0.004467188348494818
RPA2	0.0184388015779145	0.010640328205593236	0.0053977262169238125	0.011920032496071405	0.013961662772619836	0.005631294525092918	0.0052618348957581594	0.009700855273283814	0.007146329954866001	0.006563366086496625
MTHFD2	0.004064330954092119	0.0037806072134211823	0.0023081831138367093	0.003938383220337161	0.005032640506530225	0.003326029825129024	0.004532777600596465	0.005389800182169144	0.004258902670957424	0.004540724358001571
PSME2	0.009725290249395212	0.014120706879393746	0.006049122265243766	0.020437726081461452	0.012289742635359896	0.007849244537364583	0.00638552704589056	0.014326389904340557	0.007816275241423332	0.0052877908264966095
DAXX	0.01711047130474298	0.007116220040513618	0.005662229384565565	0.010788117729337666	0.01113497080987637	0.005130725943981226	0.005460984771544967	0.009915806626933341	0.007904992921688832	0.006905765905048303
