	node_0	node_1	node_2	node_3	node_4
PLP2	0.0065084876148945965	0.01073691397065095	0.006637581858931696	0.008972139049518794	0.017411382637294064
NFE2L2	0.005945618154955135	0.011874180039656	0.008549974805322201	0.007665916808221581	0.01280266106332721
MBNL1	0.0067720577301304515	0.003859767583233484	0.005281616768373677	0.006545460054702952	0.010347307800777252
NMT1	0.008554510003459788	0.014141024380678062	0.010717439611545164	0.00824533836787999	0.018148691002018612
BHLHE40	0.009390621716355758	0.018654512514773586	0.013668525315282731	0.010201943702417962	0.0184696508602488
TERF2IP	0.004663183635311279	0.011678656745926372	0.00897215802444909	0.005826623056594673	0.008629043950572617
FBXO7	0.00497052344923399	0.003770623417630723	0.004806385495868839	0.005830772998591529	0.010641379251033629
HTRA1	0.008886561035922483	0.0282601647449055	0.018516834123678237	0.010346729207525286	0.018408136489053213
LRPAP1	0.00361557967101295	0.004366212292298659	0.004583401083074726	0.006645324908960333	0.013703616732307486
CREG1	0.003078345068272037	0.004255171002571642	0.0034581213324642694	0.0051181689206432025	0.011030459623561022
PCNA	0.0020298596714959476	0.004099866949552489	0.0031324090777224345	0.001989101395263463	0.003151686883346777
LGMN	0.013857839597133454	0.010994933677852353	0.01190720548701765	0.008975950181847065	0.00842074455128592
ILK	0.0030083355189834903	0.004706456586524106	0.0031656180031478117	0.004407266772576158	0.007433682456504942
ATP1B1	0.002874919087223458	0.0053840093354854245	0.004584454588306278	0.0036824064402128233	0.005683321794513002
SYPL1	0.0035850304285003267	0.009060975305554412	0.00703924077341745	0.004834443309421669	0.006937176185202458
TXNRD1	0.003748608101333627	0.004807173464304708	0.0045788281791491955	0.0029499983895321237	0.003276638314156564
NUDCD3	0.004000811880648462	0.010073910776493843	0.007236225147620557	0.00588322120417459	0.013210716688318027
TOP2A	0.004987217097712139	0.003760030396195528	0.0037890690796917228	0.0040363361663899805	0.006977338152022064
STK25	0.0038617470490763975	0.011570293277534683	0.007994424439434211	0.005190296840746507	0.007523645927280415
EBNA1BP2	0.003853496668672484	0.00559157850480393	0.004577284143405326	0.00564768405082705	0.011279303848480374
ARHGEF12	0.017116955334393766	0.014944873004112789	0.012840160252845166	0.010750977295412295	0.013870145829375997
SCP2	0.010697166936789146	0.007370969999128252	0.0068770219844927856	0.007293003751071147	0.008725779312091673
YME1L1	0.020909865134074355	0.014463301347886197	0.011582144810139533	0.012414942588330027	0.011057912426249974
TMEM109	0.006442610062011299	0.00888605295027502	0.00822406653964662	0.006225402037246221	0.007483098659037771
TPD52L2	0.004049603014146476	0.005446752134660407	0.003639004209821103	0.0032562584073011678	0.005348560564346459
CRTAP	0.01014122301833525	0.004332442064872327	0.0060172334689083985	0.00871666809824807	0.011712569310279822
TRAP1	0.004111074281695222	0.005687263562199963	0.004254943627170626	0.004735883305976247	0.008054127989344741
IGF2R	0.008160243228100036	0.019000529938785128	0.013426400565472086	0.008498756139991232	0.011600706658692705
PHGDH	0.009604842099764765	0.0033367086985487265	0.005993079834629767	0.006523613819621527	0.007248956241217655
LRP10	0.0042783990825101875	0.004987605681098098	0.006282352789374025	0.007586861146889792	0.014044692969123342
SOX4	0.007729802381422985	0.007209465075273882	0.008474634885909433	0.008706001978091142	0.01161371685119684
CAT	0.004828120901811007	0.0031483150458539617	0.003783297247278023	0.0040525206211645135	0.006300623227803475
RHEB	0.0026761439077095553	0.006934622104526495	0.004780161346227453	0.003331712274375348	0.004922719668807295
MAPKAPK2	0.005673023922583565	0.013569614990168573	0.009648498843358454	0.01024888467107211	0.016640016352062196
SCRN1	0.004710723495344263	0.010664697552272248	0.007188477608434316	0.005159230944834897	0.00921999576813885
JUN	0.010902609972669036	0.026614434769465123	0.016738944567876456	0.009342746331894476	0.017029733037330737
SHC1	0.006834000712483991	0.012274075034852214	0.007202480849643789	0.006892457692805257	0.011882092767023792
SQSTM1	0.00991637184293535	0.006115763469412457	0.005559893886845408	0.008343443743127798	0.015008778264321095
PRCP	0.009312932141941394	0.010808197108414934	0.00998095468266777	0.0076913471171893765	0.009537871205784204
USP7	0.009194410481359768	0.00478848781145039	0.007143901115104262	0.008897992469434757	0.013515654103669434
NFKBIA	0.014699556536712765	0.008231550644142183	0.008963323855834746	0.013135671874885256	0.02565529097573369
G3BP1	0.008460101511010093	0.022831141079138608	0.014967516069552668	0.009637614958683555	0.017754789045438334
TOMM70A	0.007584374516369623	0.005364815895074553	0.005610724015637218	0.0069198000964638025	0.012303732613085525
RPA1	0.003624668694844284	0.006341730978257746	0.006070266735260539	0.00503801239097899	0.007107171677228266
ZFP36	0.007348785105354971	0.022886032535096672	0.01569300456373187	0.008832105633582079	0.014649365094795783
DUSP3	0.005964261890974368	0.006157110666068808	0.006315387879109519	0.00842753597160937	0.018330397591166066
KDM5B	0.011938428700941224	0.011742137278423017	0.011449339851000058	0.008642588639658994	0.009673165326653145
MCM3	0.00599080378345305	0.0126046979868419	0.008415170460041957	0.005599271438824668	0.009270408191669504
CLIC4	0.13436244070100126	0.1845915248508687	0.10084136938237351	0.07407895695174303	0.1883938995285986
CLSTN1	0.008755299137614261	0.006765312619000432	0.0067597873368246365	0.007296160678628789	0.008340448871447352
ID2	0.008516941463569933	0.02122772403677658	0.01455066510642923	0.010125163457648401	0.022012471812623877
DCTD	0.007485906361833426	0.010259336262046045	0.009483510927387386	0.01037117807489434	0.02281006515089328
FAT1	0.00772217715981009	0.004421347271174359	0.005262915528604125	0.0071993372112943025	0.011947843125183143
SMC1A	0.007251748166075777	0.0048742916910086325	0.006449256910119396	0.0065987259876117655	0.006430438673982228
NISCH	0.008008541844680033	0.00537763185537381	0.006368653035472223	0.005869092753432031	0.0055587994123567856
PWP1	0.009886374554234805	0.013798264030037725	0.008179388555988517	0.01364355006830751	0.028807948137189104
ICMT	0.005484124501298148	0.005885493591642528	0.00581502541842559	0.007125554231413531	0.010562315034550629
RUVBL1	0.018283075780501076	0.0142114010925552	0.010129041051163754	0.012975276605070902	0.020707051542660206
MBTPS1	0.008851950989669056	0.015566371286867628	0.012103182118847679	0.007787734087061244	0.011372912870087402
INSIG1	0.020758449836640682	0.012539297488001899	0.015226139778453402	0.018038414616688248	0.03549299981503245
RRAGA	0.004058621729532849	0.006419797116188383	0.004797276038146041	0.007903691553388463	0.01546101003126184
IER3	0.004717137357596522	0.006432843530944052	0.005886091754168075	0.007125780900754152	0.011942114196582278
UBE2L6	0.00553164827558754	0.014252441329912494	0.01035610008314964	0.00626917067043688	0.008849862959629513
SMC4	0.0077662456096616265	0.0062672934174897825	0.005966508837698746	0.006192669307547678	0.009315331237512124
USP14	0.006993203925222116	0.01840465968100717	0.012780021399617342	0.007880958303739829	0.010842896295586983
EGR1	0.011739359446313723	0.015021967236844168	0.01066537608908822	0.00899075218300193	0.012663255746340255
PNP	0.00477511011776292	0.004808170436808858	0.003489515654430983	0.005575079704952527	0.010840451647360761
DNMT1	0.005177142017188085	0.0173596813859526	0.011434684130441838	0.006430193545952386	0.011305522729114602
CCND3	0.006733434919924805	0.013683293205674513	0.010974376484454006	0.007325234538350515	0.0091443520551474
NIPSNAP1	0.009600029807649138	0.00469662812875308	0.006729432592176166	0.006179889166173028	0.00556295685182965
MYBL2	0.007269570255573726	0.01760191003770514	0.01259959540771691	0.008323947134945409	0.010974497371539686
EPB41L2	0.009289628624764127	0.017692616475177593	0.015273417487138168	0.01105205257451504	0.020004682202991203
ELAVL1	0.0121563010356621	0.00954963512600581	0.009525062405312892	0.008765693130461664	0.011363275105662568
KIAA0100	0.010933152369656064	0.01248530926005097	0.011014851353678596	0.011580177919666897	0.02058295396201465
TP53	0.0042279065457010686	0.00613503680510955	0.004623243691842766	0.007581947369674843	0.015665655150750777
RPA2	0.007981998949448454	0.012372739147826241	0.010122983621434213	0.007107063533320527	0.00875233746930953
MTHFD2	0.0027846513501363543	0.0028773030060382436	0.003519731429823314	0.0027903691063619366	0.00484140247252789
PSME2	0.012520864850241929	0.0065936358456494095	0.00850104275348882	0.009675241579314618	0.018020395036200308
DAXX	0.004391643637254169	0.011740030988529843	0.007891262986377006	0.006588275610846699	0.010120335372685463
ELAC2	0.0041798799943466285	0.01267827230415659	0.008387061865469215	0.004758412836701318	0.007892221378362485
NCAPD2	0.008152877369205665	0.015162199354973049	0.009157125151935569	0.006448430371019259	0.012034167868729592
EFCAB14	0.007815287987249533	0.02042335723842129	0.013571699696061491	0.0086889891275614	0.014063797299589094
DDX42	0.007875052306836555	0.0044442253093991855	0.005105028027427971	0.007418068670485085	0.012433474680791541
LBR	0.006960800551891373	0.008887250186216838	0.007626577736428806	0.007431137069992239	0.01408765230835063
SH3BP5	0.005295142314760866	0.013337733160941594	0.010098451644340346	0.007287080279212218	0.011008928931728208
UBE3C	0.007225902887745108	0.010736970827038986	0.00915307521869164	0.009157956757959683	0.0207406082877189
SCARB1	0.0044434666953579215	0.007341629151306135	0.006116210071419675	0.006874816567974634	0.009931536301076828
SCCPDH	0.006630296950375269	0.004501097854385724	0.005991150495503085	0.005957745609783193	0.007360960940107317
SMARCD2	0.005056345404456634	0.008239797260033904	0.007472894090346432	0.005626078740862127	0.007380982942448352
NET1	0.004508883834649893	0.004643418393653434	0.005489141822939782	0.008096769792418532	0.015318234072482877
HDAC2	0.007377836157236295	0.008380526974730821	0.007826903252671638	0.005653496208010578	0.006510240175389407
HSPB1	0.0030693887905656803	0.00871401038968834	0.006273396136996776	0.004312598946490185	0.005754073109913249
LIPA	0.009434356642890948	0.007940272025117384	0.009122120524639772	0.007749922139578935	0.0064064999884215984
BNIP3	0.010044077037989829	0.005680107690890895	0.007691349596154263	0.006303785286389164	0.0050913130053543915
CDC25B	0.004278126843626968	0.007439916277960739	0.00577280238569948	0.005940304681835922	0.008108076326824185
ATMIN	0.013266380434469625	0.014860169366434969	0.015775492046230234	0.015188935749623857	0.03231153088822801
TOMM34	0.006021386311112884	0.0031791406541857247	0.0047460769687106535	0.00543447714130537	0.00852541712641678
MPZL1	0.003016978197565335	0.0026818310230434313	0.0038156414401560087	0.004029534678599326	0.008674870181646631
IL13RA1	0.0042758378039992875	0.012539139267110939	0.007806693595413688	0.004363254094238081	0.009349129453482177
PSRC1	0.00706589599082841	0.022050490179846303	0.014791583307530031	0.007903214563199727	0.015848352091001088
UBE2A	0.003549600938267034	0.005098991924759086	0.005649303334786063	0.0077412459798639165	0.015453736501179736
COASY	0.008690790562668402	0.026208135296604308	0.016817661299888688	0.010743596936610278	0.022559727787014382
LRRC41	0.011321912946948048	0.0063032843835360165	0.0060280946801448574	0.00621822069921558	0.009210353637173452
MYCBP2	0.005577202358820772	0.01750572908191952	0.011995971073295576	0.006989868850058323	0.01105280404975315
RBM6	0.00658142566948109	0.0072623472856530825	0.006307395663126915	0.006301814555609682	0.007129046047486911
PGM1	0.009706704993674986	0.00732562483398519	0.008808782267180397	0.008337661302988197	0.00888045217441272
MYO10	0.011574968884659118	0.004884276104238692	0.00806819113181719	0.008648307214426679	0.008395659289489946
RSU1	0.014774911565233414	0.02222994217846025	0.01725875716036263	0.01229581992025084	0.018219018296652317
EGFR	0.007677537068871332	0.0050746024791823545	0.006294716255632464	0.008235337366260769	0.011701957236390668
KIAA0196	0.0069537532328251585	0.02126668787337826	0.014167202340553381	0.008287443149532229	0.013622144056533916
EXT1	0.02150594542441442	0.015286952713212296	0.011679093228032476	0.012288431056673984	0.014455748029761416
SPEN	0.00779610779315075	0.005729820811081958	0.00569284867092238	0.006734784838758906	0.013370486683582674
PTPN12	0.012889494176166187	0.004243634692342109	0.006892416370158569	0.008534525570378652	0.010289954313233672
TWF2	0.006236452762716266	0.011323935248477308	0.007930617184123037	0.008254614943993266	0.012748627583984453
TJP1	0.006403292202241701	0.006393198644941765	0.006624917423293324	0.008058136563523496	0.01489637975734478
MEST	0.020988165533389478	0.01446041671885599	0.011559618567154243	0.012551515873571114	0.015195317638643019
ALDOC	0.02000501481976154	0.014903679119920256	0.016346017941539056	0.012454294926823919	0.01447645117274746
KDM5A	0.013783907508218198	0.007155522007548477	0.007813781232066707	0.0074521623230020895	0.008239721664420612
RAI14	0.013167585636920748	0.013681614234463398	0.00850850785386553	0.00961684637658002	0.017607466985036065
BIRC2	0.0067989992608103265	0.01472328042292658	0.010074585414955047	0.008218499699067171	0.017908224869058357
CTSL	0.0056811695091088495	0.007060676977334064	0.006379831194258618	0.004583990812884421	0.004675172374471936
PAF1	0.019500553169920446	0.010845685634099047	0.010369725202897712	0.0118360246385112	0.015449713606357248
BIRC5	0.0037654114934906565	0.009411738750770199	0.006748141419265083	0.004227861799900036	0.006138853442483068
RALB	0.009721809951192728	0.013962601728201884	0.010865902988073207	0.009557947176019732	0.017993911635602534
ARFIP2	0.00672163993555719	0.01066568958904841	0.00694086460369805	0.009269504190087836	0.016942827047577956
ARHGAP1	0.005775379917680419	0.0161581252122541	0.011955007502972133	0.00696132962997887	0.010149058976731525
CPNE3	0.004855300774946166	0.010948763616941491	0.007362152473265303	0.0048324451836487935	0.007279136023686099
ABL1	0.008250692718946646	0.007414017330011903	0.006839910487947877	0.011411662455827426	0.023774890001638814
TRAK2	0.005453848592411398	0.00620541073315979	0.005943795931443613	0.005285630371526102	0.009913701357767516
PYCR1	0.009439574177035236	0.010462514716630547	0.011198076771321671	0.008203348062995025	0.00786626735773178
NUP62	0.00561370524346839	0.007341366656655927	0.007167015055748127	0.009318370724616262	0.019172864942347156
PCM1	0.017439271946904374	0.010641087178304167	0.011575939249987061	0.012980729304637239	0.01976753287543098
BLMH	0.013363879605664248	0.007265855015303044	0.009580485208463956	0.010400065854387871	0.012359812351851632
MVP	0.0034453578499050613	0.008524039565157016	0.006927523471661562	0.004993154481170643	0.0069136663810324284
NUP133	0.005014377655652575	0.013860089864448534	0.00962531487037437	0.005875407516396939	0.008397833031407863
PLOD3	0.009479897279188253	0.010272147519525569	0.006474686914075928	0.008451377361867869	0.01636589630104272
PPP2R5A	0.014133115269662759	0.011195045760516695	0.007781032255484925	0.012459802171447468	0.023193564690718167
NUP93	0.003573153616964161	0.005334855273061309	0.004215310140932277	0.0042592295913105715	0.007039999193050955
ARL4C	0.011290495078638581	0.014208290961133078	0.01005724684786431	0.007459393860354689	0.010511831910894592
KIAA0907	0.0109962059737204	0.006960926885952263	0.007877907063936833	0.009409741245565388	0.01822382584245263
CRK	0.003637879253446817	0.007285416785014441	0.005984811128030085	0.004448044355044596	0.009646239206932096
CHERP	0.007659759810853097	0.006132483491334751	0.00816120808057895	0.007345230290982753	0.011091535256596886
PLK1	0.005202627167766817	0.006961768916450632	0.006497737512303603	0.009992900580864147	0.019965247121309634
TRIB1	0.007702950775083544	0.026250525168337945	0.017181868393824455	0.009936676456467916	0.017711796933430658
CDK4	0.0050117797007845815	0.004632121317157385	0.004582064302827636	0.005041277815891448	0.006694199531484897
STXBP1	0.014266455546184708	0.024065802210967453	0.015722039474507614	0.011990949587464843	0.021757697295283682
VPS72	0.006937910201561061	0.020511645773828264	0.014082732388362284	0.008430718881569026	0.014686079727811717
HSD17B10	0.008773417235132768	0.010067808930276846	0.006683492410385669	0.00744432185304528	0.012505683816725364
CDKN1A	0.0035042079464790116	0.003938396062418603	0.004540501372257958	0.0049017923624579554	0.007973275455036368
COL1A1	0.01750599824730029	0.0068140999539027655	0.01008999260363843	0.01163192594356531	0.009189423654670932
SENP6	0.012431858621845353	0.009178049670315117	0.00877272476098172	0.010021312969841016	0.018036941909101614
ACBD3	0.017066432056587116	0.012601144958442487	0.01192761125743158	0.012093696474926138	0.017712831207251156
CSK	0.006143691070840568	0.0071737966158463545	0.007104299688432703	0.00980924585992999	0.016457968397693392
CSNK1E	0.0051680251793553	0.008995306139300774	0.005701082634161563	0.005646606538620549	0.009276505917921403
TOR1A	0.012161814642503493	0.018536531951454965	0.011412181070164756	0.013901352270754324	0.02876270393660643
TRAM2	0.006292809012048751	0.01050568847819398	0.008075632221138584	0.007687561362037685	0.01316060641616673
TCEAL4	0.0060286271009077404	0.008990036336933535	0.007538152551138781	0.005148449334214481	0.006771188446615885
GNPDA1	0.008210200062561157	0.011229631537982636	0.009725866691981505	0.006769314022704691	0.007947600071341389
RGS2	0.009334442025283296	0.005985187977854987	0.0071186992472351465	0.006130092460227362	0.008273370811237385
ABCF3	0.00782017976820275	0.007460561887068497	0.007779243202093084	0.01191734205959668	0.025745181272155426
TCERG1	0.005383115417336973	0.004954184199533902	0.005737835897924955	0.0062251765871489135	0.009005032352583799
USP1	0.008319391099703742	0.006910035342230257	0.0070934386297607805	0.007427939331470248	0.011852439226645804
KEAP1	0.006916476189563439	0.008471168298847715	0.008021037608153626	0.006304870092852891	0.007424290488659444
KAT6A	0.00591864358493325	0.010544204464716753	0.008087769226006389	0.006314848929510111	0.007497069915499432
MPC2	0.003194593398676836	0.00458417695443491	0.0038858574361378276	0.0024449612949481634	0.005047638631142979
MYC	0.003086538530228511	0.005463713975723849	0.00394493339983757	0.0047362967723805875	0.007338897723274124
SLC35B1	0.016364548927854928	0.011543101169927898	0.00918407310199117	0.015559773635384244	0.029846959304013765
PLSCR1	0.0041234555184983274	0.006795516173927843	0.004762153278138068	0.004422642945029398	0.008201748438103677
DECR1	0.009765040038808757	0.00945558068025525	0.009628791119689372	0.007525569413555972	0.006705382496438502
ERBB3	0.014121230119743882	0.008294789213823432	0.012536455466034983	0.00901773636351368	0.013816401148024049
PRSS23	0.0021097296400434855	0.002800182595629843	0.0031851388000186573	0.004511506943563727	0.008995308035258342
PAPD7	0.01598490888961166	0.03285071647580086	0.021317939392258133	0.012032227934910664	0.021208906662313735
CTNNAL1	0.006363925076275959	0.01090103330886064	0.008166861536172071	0.007152088874577754	0.015446596466218819
IKBKAP	0.0033745787932889402	0.0044044998511005165	0.004420007672500322	0.006089276065209986	0.012015913146294258
PPIE	0.008815500685650847	0.010600475748644301	0.009611317688666014	0.006544622664840961	0.006919251524255399
DNAJB2	0.005692211090155019	0.003907964969287593	0.004436694995295302	0.006052439671142499	0.010062655221280371
SNAP25	0.009237881151984855	0.004923924478043734	0.007755026291685817	0.0064225449657239015	0.007282694745981273
BCL7B	0.009795466622427052	0.003051806068525755	0.00558560762842576	0.0063502304380897165	0.006645990448059282
GALE	0.008499444477801696	0.007442079448811763	0.00657678495583851	0.007877708505316158	0.015935480822042842
HMGCR	0.010852750548592178	0.01815490064121719	0.015708489311781166	0.009665569352843946	0.01527536668497498
PRKCD	0.008754026559274859	0.007336473846018678	0.009653204184473671	0.00828004760527754	0.008356941548312328
VAPB	0.0056102908451190064	0.011319132606688702	0.008359084425100971	0.008624071904075296	0.018218932564124792
MYLK	0.014408462010979223	0.017154573866585726	0.011671813787202348	0.010134525597655347	0.015593859504289605
S100A13	0.003772020825190451	0.0029555122508674397	0.003984474245974793	0.004248741734167604	0.005932911556556007
NRIP1	0.007006154634721873	0.006783808448596939	0.007738929680136461	0.01060553612330887	0.020159398917958628
HTATSF1	0.005095993599687664	0.0157592652604196	0.00973787164767518	0.005306272524548441	0.009963020933038106
ADAM10	0.0052769374670910635	0.004452117653436648	0.004873573885165632	0.006842974120871205	0.012421294359249904
EAPP	0.008637028782084845	0.014905278717869806	0.009953433687417529	0.00752205772835408	0.013779203021810885
SERPINE1	0.02104360491157175	0.0285030476956253	0.02568028806548724	0.0189419561575065	0.03495688496848638
APPBP2	0.0064924161261430465	0.01830424655178227	0.012347213538005688	0.007388154695252589	0.010809592333931885
TOPBP1	0.006617989624278955	0.018077912565002956	0.011728285614366472	0.006763106225073056	0.011647203968202045
POLR2K	0.00639090253533399	0.006524782971782658	0.00560480153987928	0.007717068404291725	0.014799556847567086
ICAM1	0.00575133155406888	0.008766188341050826	0.007606553627817016	0.0076322938843670024	0.013573767758925818
NRAS	0.0037738947520634986	0.003929809649861352	0.0036646154273574146	0.003489793689345674	0.006704554669156089
LPGAT1	0.0029838309755399095	0.004181500244337609	0.004685661844987543	0.004708239382732795	0.00729664742701904
PSMB10	0.007926488555258253	0.004504614799360408	0.005275885863614657	0.007575290421261022	0.014955907875143051
SDHB	0.0032094454732803576	0.006425087388926648	0.005461817387365013	0.004282085768766763	0.005569244923561194
RASA1	0.011009247938296477	0.01132668399184231	0.008357051803864608	0.00771698132741499	0.01109385772089866
GTF2A2	0.005412478621953696	0.004217452957869264	0.004355874014091384	0.006401817230070523	0.013498347117558498
NPC1	0.0057265213577699335	0.003698522675502413	0.005196318555877741	0.005426176419196186	0.006274421214998103
GTF2E2	0.012954785589713509	0.012939147996957235	0.01275663137823605	0.009140821577754739	0.009750615816027812
RNMT	0.009780542018183229	0.004200209650317309	0.006308528512817405	0.007720391430845609	0.009883322865988899
RBM15B	0.007332098863747096	0.0047872922764545835	0.005222788791744341	0.006683030535597168	0.011741974255307187
OXSR1	0.006819116270399017	0.004867774861549335	0.006434837532866123	0.0071074052175365615	0.011621737024416979
DUSP11	0.0050553289230108435	0.01274739671194278	0.009465816817412678	0.006547576751727427	0.010473660292417562
CCNB2	0.005298986467466356	0.008531330156060574	0.006119921013257859	0.008458477082195395	0.017249087819436997
HIST2H2BE	0.009480176007900618	0.027223624710234245	0.017335387871178633	0.009762181155171638	0.01864279456915804
